id,filename,concrete_tone,concrete_finish,setting,camera,home_style,greenery,light,final_prompt,r2_url,generated_date,status,notes
pslab-031,premium-slab-031.jpg,near-black,polished,patio,,"dark grey fibre cement bungalow, black window frames and a c",mixed cottage garden beds with flowering perennials at the e,"golden hour, warm low side light raking across the concrete ","Low camera angle looking across a near-black poured concrete front courtyard patio beside the entry, dark grey fibre cement bungalow, black window frames and a carport visible ahead. Mixed cottage garden beds with flowering perennials at the edges, green lawn beyond. Golden hour, warm low side light raking across the concrete surface. The surface is a raw cast-in-place concrete pour — lightly polished near-black concrete, slight sheen, expansion joints clean — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-031.jpg,2026-04-23,completed,
pslab-032,premium-slab-032.jpg,near-black,broom,patio,,white painted weatherboard cottage with a gable roof,"overgrown cottage verge with wildflowers at the edges, old s","late afternoon sun, long shadows stretching diagonally acros","Low camera angle looking across a near-black poured concrete front courtyard patio beside the entry, white painted weatherboard cottage with a gable roof visible ahead. Overgrown cottage verge with wildflowers at the edges, old street trees behind. Late afternoon sun, long shadows stretching diagonally across the concrete. a pair of lounge chairs with a low side table on the patio. The surface is a raw cast-in-place concrete pour — broom finish, deep near-black surface with subtle texture lines — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-032.jpg,2026-04-23,completed,
pslab-033,premium-slab-033.jpg,light-grey,broom,entry-porch,,cedar-clad single-storey family home with an attached garage,"overgrown cottage verge with wildflowers at the edges, old s","late afternoon sun, long shadows stretching diagonally acros","Low camera angle looking across a light grey poured concrete covered front porch with one step down to the path, cedar-clad single-storey family home with an attached garage visible ahead. Overgrown cottage verge with wildflowers at the edges, old street trees behind. Late afternoon sun, long shadows stretching diagonally across the concrete. The surface is a raw cast-in-place concrete pour — broom finish, uniform parallel texture lines across the surface — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-033.jpg,2026-04-23,completed,
pslab-034,premium-slab-034.jpg,light-grey,raw,side-entry,,red brick ranch-style single-family home with a simple pitch,"native grasses and low shrubs along the sides, open blue sky","golden hour, warm low side light raking across the concrete ","Low camera angle looking across a light grey poured concrete side-yard path leading to a covered back entrance, red brick ranch-style single-family home with a simple pitched roof visible ahead. Native grasses and low shrubs along the sides, open blue sky above. Golden hour, warm low side light raking across the concrete surface. The surface is a raw cast-in-place concrete pour — smooth raw trowel finish, faint aggregate variation in the surface — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-034.jpg,2026-04-23,completed,
pslab-035,premium-slab-035.jpg,near-black,broom,entry-porch,,single-storey flat-roof home with concrete-and-timber facade,mixed cottage garden beds with flowering perennials at the e,"clear blue-sky morning, even direct sun with no cloud cover","Low camera angle looking across a near-black poured concrete covered front porch with one step down to the path, single-storey flat-roof home with concrete-and-timber facade visible ahead. Mixed cottage garden beds with flowering perennials at the edges, green lawn beyond. Clear blue-sky morning, even direct sun with no cloud cover. The surface is a raw cast-in-place concrete pour — broom finish, deep near-black surface with subtle texture lines — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-035.jpg,2026-04-23,completed,
pslab-036,premium-slab-036.jpg,near-black,raw,driveway,,"dark grey fibre cement bungalow, black window frames and a c",tall established trees casting dappled shade across the grou,"bright sunny midday, high sun, hard crisp shadows, vivid con","Low camera angle looking across a near-black poured concrete double-width driveway approaching a two-car garage, dark grey fibre cement bungalow, black window frames and a carport visible ahead. Tall established trees casting dappled shade across the ground, tidy low planting. Bright sunny midday, high sun, hard crisp shadows, vivid contrast. a dark grey Toyota RAV4 parked in the driveway, front 3/4 angle. The surface is a raw cast-in-place concrete pour — smooth near-black raw pour, troweled matte finish — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-036.jpg,2026-04-23,completed,
pslab-037,premium-slab-037.jpg,light-grey,polished,front-path,,"single-storey dark Corten steel and render home, clean recta","native grasses and low shrubs along the sides, open blue sky","clear blue-sky morning, even direct sun with no cloud cover","Low camera angle looking across a light grey poured concrete entry path from the street to the front door, single-storey dark Corten steel and render home, clean rectangular form, no ornamentation visible ahead. Native grasses and low shrubs along the sides, open blue sky above. Clear blue-sky morning, even direct sun with no cloud cover. The surface is a raw cast-in-place concrete pour — lightly polished, subtle low sheen, surface reads as clean and precise — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-037.jpg,2026-04-23,completed,
pslab-038,premium-slab-038.jpg,charcoal,polished,entry-porch,,"single-storey white render home with a flat roof, floor-to-c","native grasses and low shrubs along the sides, open blue sky","clear blue-sky morning, even direct sun with no cloud cover","Low camera angle looking across a charcoal poured concrete covered front porch with one step down to the path, single-storey white render home with a flat roof, floor-to-ceiling glazing, and a deep roof overhang visible ahead. Native grasses and low shrubs along the sides, open blue sky above. Clear blue-sky morning, even direct sun with no cloud cover. The surface is a raw cast-in-place concrete pour — lightly polished charcoal surface, low sheen, control joints sharp — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-038.jpg,2026-04-23,completed,
pslab-039,premium-slab-039.jpg,charcoal,raw,entry-porch,,low-profile single-storey home with dark painted timber boar,"overgrown cottage verge with wildflowers at the edges, old s","late afternoon sun, long diagonal shadows stretching across ","Low camera angle looking across a charcoal poured concrete covered front porch with one step down to the path, low-profile single-storey home with dark painted timber board cladding visible ahead. Overgrown cottage verge with wildflowers at the edges, old street trees behind. Late afternoon sun, long diagonal shadows stretching across the concrete. The surface is a raw cast-in-place concrete pour — smooth raw pour, slight surface variation, dark and matte — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-039.jpg,2026-04-23,completed,
pslab-040,premium-slab-040.jpg,near-black,raw,driveway,,single-storey white rendered bungalow with dark window frame,"native grasses and low shrubs along the sides, open blue sky","late afternoon sun, long diagonal shadows stretching across ","Low camera angle looking across a near-black poured concrete wide driveway leading to a single-car garage, single-storey white rendered bungalow with dark window frames visible ahead. Native grasses and low shrubs along the sides, open blue sky above. Late afternoon sun, long diagonal shadows stretching across the concrete. a dark grey Toyota RAV4 parked in the driveway, front 3/4 angle. The surface is a raw cast-in-place concrete pour — smooth near-black raw pour, troweled matte finish — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-040.jpg,2026-04-23,completed,
pslab-041,premium-slab-041.jpg,light-grey,polished,driveway,,"dark grey fibre cement bungalow, black window frames and a c","lush green lawn on both sides, mature deciduous trees in the","golden hour, warm low side light raking across the concrete ","Low camera angle looking across a light grey poured concrete double-width driveway approaching a two-car garage, dark grey fibre cement bungalow, black window frames and a carport visible ahead. Lush green lawn on both sides, mature deciduous trees in the background. Golden hour, warm low side light raking across the concrete surface. a silver Honda CR-V parked in the driveway, rear 3/4 angle toward the garage. The surface is a raw cast-in-place concrete pour — lightly polished, subtle low sheen, surface reads as clean and precise — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-041.jpg,2026-04-23,completed,
pslab-042,premium-slab-042.jpg,light-grey,raw,front-stoop,,single-storey white rendered bungalow with dark window frame,mixed cottage garden beds with flowering perennials at the e,"late afternoon sun, long diagonal shadows stretching across ","Low camera angle looking across a light grey poured concrete open front stoop with low concrete steps to the yard, single-storey white rendered bungalow with dark window frames visible ahead. Mixed cottage garden beds with flowering perennials at the edges, green lawn beyond. Late afternoon sun, long diagonal shadows stretching across the concrete. The surface is a raw cast-in-place concrete pour — smooth raw trowel finish, faint aggregate variation in the surface — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-042.jpg,2026-04-23,completed,
pslab-043,premium-slab-043.jpg,charcoal,polished,patio,,"low-profile bungalow with white render walls, black steel wi","native grasses and low shrubs along the sides, open blue sky","late afternoon sun, long diagonal shadows stretching across ","Low camera angle looking across a charcoal poured concrete front courtyard patio beside the entry, low-profile bungalow with white render walls, black steel window frames, and a cantilevered flat roof visible ahead. Native grasses and low shrubs along the sides, open blue sky above. Late afternoon sun, long diagonal shadows stretching across the concrete. The surface is a raw cast-in-place concrete pour — lightly polished charcoal surface, low sheen, control joints sharp — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-043.jpg,2026-04-23,completed,
pslab-044,premium-slab-044.jpg,light-grey,polished,front-stoop,,single-storey flat-roof home with concrete-and-timber facade,tall established trees casting dappled shade across the grou,"clear blue-sky morning, even direct sun with no cloud cover","Low camera angle looking across a light grey poured concrete open front stoop with low concrete steps to the yard, single-storey flat-roof home with concrete-and-timber facade visible ahead. Tall established trees casting dappled shade across the ground, tidy low planting. Clear blue-sky morning, even direct sun with no cloud cover. The surface is a raw cast-in-place concrete pour — lightly polished, subtle low sheen, surface reads as clean and precise — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-044.jpg,2026-04-23,completed,
pslab-045,premium-slab-045.jpg,near-black,polished,side-entry,camera-3q,"single-storey dark Corten steel and render home, clean recta","overgrown cottage verge with wildflowers at the edges, old s","bright sunny midday, high sun, hard crisp shadows, vivid con","Camera at standing eye-level (1.6m), 3/4 angle toward the building. Building occupies the upper half of frame; concrete ground plane recedes in perspective. Near-black poured concrete side-yard path leading to a covered back entrance, single-storey dark Corten steel and render home, clean rectangular form, no ornamentation visible ahead. Overgrown cottage verge with wildflowers at the edges, old street trees behind. Bright sunny midday, high sun, hard crisp shadows, vivid contrast. The surface is a raw cast-in-place concrete pour — lightly polished near-black concrete, slight sheen, expansion joints clean — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-045.jpg,2026-04-23,completed,
pslab-046,premium-slab-046.jpg,near-black,raw,side-entry,camera,single-storey white rendered bungalow with dark window frame,"clipped box hedges bordering the path, a large tree overhang","bright sunny afternoon, crisp hard shadows falling across th","Camera at 0.6m height, straight-on perpendicular to the building. Surface fills the lower half of frame, building facade dead ahead. Near-black poured concrete side-yard path leading to a covered back entrance, single-storey white rendered bungalow with dark window frames visible ahead. Clipped box hedges bordering the path, a large tree overhanging the frame. Bright sunny afternoon, crisp hard shadows falling across the concrete. The surface is a raw cast-in-place concrete pour — smooth near-black raw pour, troweled matte finish — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-046.jpg,2026-04-23,completed,
pslab-047,premium-slab-047.jpg,light-grey,polished,driveway,camera-oblique,"minimalist single-storey home, board-formed concrete facade,",mixed cottage garden beds with flowering perennials at the e,"golden hour, warm low side light raking across the concrete ","Camera at 0.5m height, angled 35–40° off-axis to the building. Strong diagonal perspective lines receding toward the building corner. Light grey poured concrete double-width driveway approaching a two-car garage, minimalist single-storey home, board-formed concrete facade, recessed entry, flat roof visible ahead. Mixed cottage garden beds with flowering perennials at the edges, green lawn beyond. Golden hour, warm low side light raking across the concrete surface. a silver Honda CR-V parked in the driveway, rear 3/4 angle toward the garage. The surface is a raw cast-in-place concrete pour — lightly polished, subtle low sheen, surface reads as clean and precise — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-047.jpg,2026-04-23,completed,
pslab-048,premium-slab-048.jpg,near-black,polished,side-entry,camera,"minimalist single-storey home, board-formed concrete facade,",mixed cottage garden beds with flowering perennials at the e,"late afternoon sun, long diagonal shadows stretching across ","Camera at 0.6m height, straight-on perpendicular to the building. Surface fills the lower half of frame, building facade dead ahead. Near-black poured concrete side-yard path leading to a covered back entrance, minimalist single-storey home, board-formed concrete facade, recessed entry, flat roof visible ahead. Mixed cottage garden beds with flowering perennials at the edges, green lawn beyond. Late afternoon sun, long diagonal shadows stretching across the concrete. The surface is a raw cast-in-place concrete pour — lightly polished near-black concrete, slight sheen, expansion joints clean — control joints and expansion joints visible. Not tiles, not pavers, not slabs. Portrait 3:4. Photorealistic photograph. No people, no text.",https://images.pourcanvas.com/premium-slab-048.jpg,2026-04-23,completed,
